year,immig_status,tranwork_grp,pop,pct
2022,Legal immigrants,Other,282103,1.334204443066375
2022,Legal immigrants,Private motorized vehicle,15512526,73.36639848701594
2022,Legal immigrants,Public transport,1322091,6.252821438758422
2022,Legal immigrants,Taxicab or ride-hailing services,83232,0.39364524377727467
2022,Legal immigrants,Walked only,486124,2.299120536404074
2022,Legal immigrants,Worked at home,3356651,15.875260731091803
2022,Native-born citizens,Bicycle,550705,0.4181903289546234
2022,Native-born citizens,Other,1398850,1.0622484663443676
2022,Native-born citizens,Private motorized vehicle,103530524,78.61825094815651
2022,Native-born citizens,Public transport,3136880,2.3820609565759874
2022,Native-born citizens,Taxicab or ride-hailing services,262541,0.19936646145227627
2022,Native-born citizens,Walked only,2549793,1.9362431309615786
2022,Native-born citizens,Worked at home,20258353,15.383639707554646
2023,Illegal immigrants,Bicycle,57801.761559240076,0.8190007391343649
2023,Illegal immigrants,Other,168418.38076578692,2.3863421219373278
2023,Illegal immigrants,Private motorized vehicle,5492485.405327061,77.82374594305904
2023,Illegal immigrants,Public transport,531243.1976456854,7.527254529881494
2023,Illegal immigrants,Taxicab or ride-hailing services,50854.019887174334,0.7205572763187088
2023,Illegal immigrants,Walked only,229436.3240567851,3.250913361770027
2023,Illegal immigrants,Worked at home,527356.6853766261,7.47218602789904
2023,Legal immigrants,Bicycle,101508,0.4638059723997339
2023,Legal immigrants,Other,291406,1.3314797177869417
2023,Legal immigrants,Private motorized vehicle,16373290,74.8121299782563
2023,Legal immigrants,Public transport,1499781,6.852734612953121
2023,Legal immigrants,Taxicab or ride-hailing services,83219,0.38024066297369136
2023,Legal immigrants,Walked only,527609,2.410728270597896
2023,Legal immigrants,Worked at home,3009063,13.74888078503232
2023,Native-born citizens,Bicycle,579173,0.43784361071079203
2023,Native-born citizens,Other,1391612,1.0520318156897277
2023,Native-born citizens,Private motorized vehicle,105012083,79.38710815072764
2023,Native-born citizens,Public transport,3623847,2.739558396443673
2023,Native-born citizens,Taxicab or ride-hailing services,265430,0.20065995754457738
2023,Native-born citizens,Walked only,2562247,1.937009283949519
2023,Native-born citizens,Worked at home,18844117,14.245788784934065
2024,Illegal immigrants,Bicycle,70237.4012059823,0.8720168067131072
2024,Illegal immigrants,Other,192848.5241020064,2.394267886899609
2024,Illegal immigrants,Private motorized vehicle,6310427.959632083,78.34571245330743
2024,Illegal immigrants,Public transport,611598.087268548,7.59315979655493
2024,Illegal immigrants,Taxicab or ride-hailing services,73970.11830218096,0.918359524221188
2024,Illegal immigrants,Walked only,270071.1364762428,3.3530080266599374
2024,Illegal immigrants,Worked at home,525439.375502824,6.5234755056438
2024,Legal immigrants,Bicycle,118189,0.5288984664320711
2024,Legal immigrants,Other,280175,1.2537895052213448
2024,Legal immigrants,Private motorized vehicle,16809222,75.22165123417773
2024,Legal immigrants,Public transport,1522525,6.813334046353628
2024,Legal immigrants,Taxicab or ride-hailing services,133206,0.5960998834032817
2024,Legal immigrants,Walked only,547362,2.4494574146764188
2024,Legal immigrants,Worked at home,2935576,13.136769449735539
2024,Native-born citizens,Bicycle,597047,0.44632016389320583
2024,Native-born citizens,Other,1340800,1.0023098277824196
